Startup Name;Industry;Funding Rounds; Investment Amount (USD)  ;Investment Amount (K USD) ; Valuation (USD) ;Valuation (K USD);Number of Investors;Country;Year Founded;Growth Rate (%);Ranking by value;Old;ROI (%);Average investment per round (K USD) 
Startup_3787;Biotech;8; $303.815.708.389 ;303815,71; $7.586.994.927.905.380 ;7586994927,91;36;UK;2003; 1.103 ;Superunicorn;22;24971,35896;8439,325233
Startup_3788;EdTech;1; $276.695.316.068 ;276695,32; $6.136.577.853.282.770 ;6136577853,28;32;UK;2016; 4.696 ;Superunicorn;9;22177,10529;8646,728627
Startup_3789;SaaS;2; $197.945.404.452 ;197945,40; $4.732.574.899.126.930 ;4732574899,13;3;UK;2008; 5.156 ;Superunicorn;17;23907,48584;65981,80148
Startup_3790;HealthTech;3; $478.561.501.597 ;478561,50; $16.086.517.029.279.000 ;16086517029,28;3;UK;2016; 3.706 ;Superunicorn;9;33613,31493;159520,5005
Startup_3791;HealthTech;9; $7.001.427.058 ;7001,43; $11.078.221.889.074.000 ;11078221889,07;3;USA;2009; 2.395 ;Superunicorn;16;1582279,555;2333,809019
Startup_3792;Blockchain;4; $119.068.638.829 ;119068,64; $5.484.520.619.392.460 ;5484520619,39;40;Brazil;2000; 19.342 ;Superunicorn;25;46060,84024;2976,715971
Startup_3793;Blockchain;9; $40.102.984.175 ;40102,98; $15.402.709.186.389.900 ;15402709186,39;48;Canada;2016; 8.564 ;Superunicorn;9;384077,8785;835,478837
Startup_3794;Fintech;10; $26.120.825.687 ;26120,83; $12.867.477.891.804.500 ;12867477891,80;44;USA;2001; 18.617 ;Superunicorn;24;492612,7499;593,6551293
Startup_3795;SaaS;1; $26.732.068.365 ;26732,07; $11.619.939.155.566.600 ;11619939155,57;50;UK;2023; 11.956 ;Superunicorn;2;434680,6339;534,6413673
Startup_3796;SaaS;3; $368.466.119.103 ;368466,12; $14.683.945.534.240.400 ;14683945534,24;50;USA;2018; 1.702 ;Superunicorn;7;39850,54882;7369,322382
Startup_3797;HealthTech;3; $190.180.808.241 ;190180,81; $3.441.201.287.104.430 ;3441201287,10;39;Singapore;2006; 9.413 ;Superunicorn;19;18093,36672;4876,430981
Startup_3798;HealthTech;7; $171.161.850.731 ;171161,85; $7.930.172.478.504.500 ;7930172478,50;23;Australia;2015; 3.374 ;Superunicorn;10;46330,42517;7441,819597
Startup_3799;HealthTech;8; $127.254.823.951 ;127254,82; $21.252.137.113.237.100 ;21252137113,24;23;Brazil;2020; 1.569 ;Superunicorn;5;167003,5697;5532,818433
Startup_3800;E-commerce;7; $147.495.938.368 ;147495,94; $5.303.002.316.219.780 ;5303002316,22;3;Singapore;2007; 1.691 ;Superunicorn;18;35952,54811;49165,31279
Startup_3801;Fintech;1; $118.342.020.928 ;118342,02; $4.063.315.077.921.770 ;4063315077,92;19;Canada;2007; 15.924 ;Superunicorn;18;34334,35312;6228,527417
Startup_3802;E-commerce;2; $191.669.508.129 ;191669,51; $6.913.128.837.920.020 ;6913128837,92;26;China;2014; 873 ;Superunicorn;11;36066,96358;7371,904159
Startup_3803;Biotech;2; $79.706.774.061 ;79706,77; $34.130.547.380.957.600 ;34130547380,96;36;Australia;2009; 7.318 ;Superunicorn;16;428200,339;2214,077057
Startup_3804;Fintech;10; $363.307.152.979 ;363307,15; $9.146.476.284.297.560 ;9146476284,30;37;Australia;2007; 17.645 ;Superunicorn;18;25174,60199;9819,112243
Startup_3805;HealthTech;5; $383.101.118.006 ;383101,12; $12.797.694.983.654.200 ;12797694983,65;32;India;2003; 341 ;Superunicorn;22;33404,52763;11971,90994
Startup_3806;Blockchain;2; $427.510.742.241 ;427510,74; $1.941.817.711.452.830 ;1941817711,45;29;USA;2015; 8.392 ;Superunicorn;10;4541,149517;14741,74973
Startup_3807;Blockchain;7; $263.978.493.338 ;263978,49; $6.489.442.295.820.830 ;6489442295,82;28;China;2021; 19.476 ;Superunicorn;4;24582,22348;9427,803334
Startup_3808;Biotech;7; $367.872.975.146 ;367872,98; $12.610.406.840.607.100 ;12610406840,61;28;Australia;2006; 3.278 ;Superunicorn;19;34278,24227;13138,32054
Startup_3809;E-commerce;3; $431.357.002.838 ;431357,00; $1.092.107.651.502.180 ;1092107651,50;40;Germany;2014; 19.966 ;Superunicorn;11;2530,795344;10783,92507
Startup_3810;Blockchain;6; $346.378.816.322 ;346378,82; $11.311.905.593.210.500 ;11311905593,21;38;USA;2023; 3.393 ;Superunicorn;2;32656,61375;9115,232008
Startup_3811;Blockchain;10; $271.411.589.729 ;271411,59; $8.459.419.866.791.070 ;8459419866,79;2;France;2010; 17.062 ;Superunicorn;15;31167,23373;135705,7949
Startup_3812;E-commerce;4; $102.559.043.355 ;102559,04; $37.014.613.763.210.500 ;37014613763,21;3;Canada;2007; 15.671 ;Superunicorn;18;360909,2869;34186,34779
Startup_3813;HealthTech;3; $6.195.125.744 ;6195,13; $17.070.238.316.509.700 ;17070238316,51;39;Germany;2003; 12.407 ;Superunicorn;22;2755429,482;158,8493781
Startup_3814;Fintech;7; $364.576.374.798 ;364576,37; $16.519.945.493.019.000 ;16519945493,02;7;Singapore;2023; 2.672 ;Superunicorn;2;45311,71535;52082,33926
Startup_3815;Biotech;3; $328.900.642.787 ;328900,64; $16.058.401.479.404.100 ;16058401479,40;50;Singapore;2004; 5.741 ;Superunicorn;21;48823,47582;6578,012856
Startup_3816;E-commerce;10; $87.934.941.234 ;87934,94; $4.057.168.580.108.530 ;4057168580,11;19;Germany;2019; 283 ;Superunicorn;6;46137,29865;4628,154802
Startup_3817;EdTech;4; $179.517.086.181 ;179517,09; $6.614.763.345.807.990 ;6614763345,81;19;China;2000; 552 ;Superunicorn;25;36846,54185;9448,267694
Startup_3818;E-commerce;5; $478.706.115.289 ;478706,12; $17.422.113.849.539.800 ;17422113849,54;6;Germany;2023; 19.041 ;Superunicorn;2;36393,17441;79784,35255
Startup_3819;SaaS;10; $138.754.857.417 ;138754,86; $5.539.976.247.984.540 ;5539976247,98;45;Germany;2011; 15.229 ;Superunicorn;14;39925,35898;3083,441276
Startup_3820;Fintech;4; $28.082.158.709 ;28082,16; $12.398.463.544.707.400 ;12398463544,71;27;China;2010; 10.602 ;Superunicorn;15;441505,7828;1040,079952
Startup_3821;Fintech;1; $3.162.245.996 ;3162,25; $10.310.486.085.270.900 ;10310486085,27;6;USA;2023; 3.188 ;Superunicorn;2;3260493,629;527,0409993
Startup_3822;Blockchain;6; $130.500.368.213 ;130500,37; $6.299.960.446.808.830 ;6299960446,81;49;Canada;2001; 9.986 ;Superunicorn;24;48274,42277;2663,272821
Startup_3823;Fintech;1; $397.941.837.539 ;397941,84; $11.116.370.389.446.000 ;11116370389,45;29;UK;2003; 14.488 ;Superunicorn;22;27933,66115;13722,13233
Startup_3824;E-commerce;3; $421.255.843.725 ;421255,84; $20.307.839.369.978.600 ;20307839369,98;50;Canada;2018; 3.643 ;Superunicorn;7;48206,852;8425,116875
Startup_3825;E-commerce;8; $233.861.159.911 ;233861,16; $6.165.965.394.591.950 ;6165965394,59;11;Australia;2001; 827 ;Superunicorn;24;26364,92326;21260,10545
Startup_3826;Fintech;8; $214.655.136.621 ;214655,14; $10.326.861.661.082.100 ;10326861661,08;27;Australia;2007; 3.061 ;Superunicorn;18;48108,08243;7950,190245
Startup_3827;AI;5; $407.771.718.063 ;407771,72; $1.610.032.945.917.360 ;1610032945,92;36;Canada;2006; 10.019 ;Superunicorn;19;3947,368351;11326,99217
Startup_3828;SaaS;6; $13.925.087.814 ;13925,09; $6.937.759.591.674.920 ;6937759591,67;46;Canada;2022; 2.028 ;Superunicorn;3;498219,1681;302,7193003
Startup_3829;EdTech;9; $96.459.939.324 ;96459,94; $20.202.381.950.296.600 ;20202381950,30;49;France;2003; 3.297 ;Superunicorn;22;209437,0537;1968,57019
Startup_3830;Fintech;9; $21.092.779.552 ;21092,78; $936.430.127.502.623 ;936430127,50;41;Australia;2003; 5.578 ;Superunicorn;22;44394,76705;514,4580379
Startup_3831;HealthTech;5; $137.510.518.031 ;137510,52; $4.440.838.381.171.250 ;4440838381,17;25;USA;2011; 7.711 ;Superunicorn;14;32293,53605;5500,420721
Startup_3832;Blockchain;5; $446.621.690.886 ;446621,69; $12.613.697.553.946.200 ;12613697553,95;7;Canada;2008; 531 ;Superunicorn;17;28241,46518;63803,0987
Startup_3833;HealthTech;3; $411.394.621.254 ;411394,62; $6.184.725.222.919.280 ;6184725222,92;17;Singapore;2005; 10.557 ;Superunicorn;20;15032,55879;24199,6836
Startup_3834;E-commerce;10; $9.582.145.158 ;9582,15; $1.487.878.240.602.040 ;1487878240,60;44;France;2003; 562 ;Superunicorn;22;155275,1116;217,7760263
Startup_3835;E-commerce;7; $248.371.337.429 ;248371,34; $12.253.317.801.260.000 ;12253317801,26;9;France;2003; 7.725 ;Superunicorn;22;49333,66932;27596,81527
Startup_3836;E-commerce;10; $136.859.748.858 ;136859,75; $34.496.135.412.957.700 ;34496135412,96;5;India;2018; 14.575 ;Superunicorn;7;252053,645;27371,94977
Startup_3837;Fintech;3; $133.470.632.504 ;133470,63; $3.910.306.294.872.010 ;3910306294,87;27;Australia;2016; 1.811 ;Superunicorn;9;29296,12868;4943,356759
Startup_3838;HealthTech;8; $4.760.799.646 ;4760,80; $19.576.766.034.581.300 ;19576766034,58;18;China;2019; 19.644 ;Superunicorn;6;4112074,174;264,4888692
Startup_3839;HealthTech;1; $208.192.082.564 ;208192,08; $6.122.722.151.326.230 ;6122722151,33;41;China;2015; 10.338 ;Superunicorn;10;29408,00574;5077,855672
Startup_3840;Biotech;7; $452.878.403.096 ;452878,40; $7.423.204.974.169.300 ;7423204974,17;15;China;2012; 8.228 ;Superunicorn;13;16390,16576;30191,89354
Startup_3841;Fintech;7; $129.660.145.031 ;129660,15; $59.370.432.874.887.700 ;59370432874,89;1;China;2005; 457 ;Superunicorn;20;457891,6922;129660,145
Startup_3842;AI;5; $2.375.643.577 ;2375,64; $626.900.919.532.441 ;626900919,53;49;China;2008; 19.748 ;Superunicorn;17;263885,7739;48,48252198
Startup_3843;Fintech;9; $206.675.571.393 ;206675,57; $8.113.774.141.707.300 ;8113774141,71;44;France;2002; 8.675 ;Superunicorn;23;39257,50591;4697,172077
Startup_3844;HealthTech;2; $165.120.372.174 ;165120,37; $4.814.783.258.695.250 ;4814783258,70;29;Germany;2008; 9.583 ;Superunicorn;17;29158,23211;5693,805937
Startup_3845;EdTech;1; $295.292.151.023 ;295292,15; $12.805.073.217.496.400 ;12805073217,50;27;Germany;2019; 16.837 ;Superunicorn;6;43363,08256;10936,74633
Startup_3846;E-commerce;9; $150.362.855.099 ;150362,86; $4.723.990.920.788.400 ;4723990920,79;50;UK;2006; 3.569 ;Superunicorn;19;31416,27335;3007,257102
Startup_3847;Blockchain;4; $419.043.149.038 ;419043,15; $19.716.168.670.318.400 ;19716168670,32;43;China;2015; 1.202 ;Superunicorn;10;47049,44985;9745,189513
Startup_3848;Blockchain;4; $351.344.373.515 ;351344,37; $6.529.210.689.817.030 ;6529210689,82;4;Australia;2010; 6.863 ;Superunicorn;15;18582,50719;87836,09338
Startup_3849;Fintech;3; $481.134.700.874 ;481134,70; $15.325.896.475.392.000 ;15325896475,39;6;Germany;2005; 12.511 ;Superunicorn;20;31852,65023;80189,11681
Startup_3850;E-commerce;7; $261.447.815.507 ;261447,82; $12.645.921.005.684.800 ;12645921005,68;22;Australia;2023; 16.199 ;Superunicorn;2;48367,81494;11883,99161
Startup_3851;Blockchain;7; $8.803.279.409 ;8803,28; $2.319.823.608.056.240 ;2319823608,06;8;Germany;2015; 7.853 ;Superunicorn;10;263517,1164;1100,409926
Startup_3852;Biotech;4; $305.624.410.381 ;305624,41; $1.498.303.291.780.210 ;1498303291,78;2;Germany;2005; 8.539 ;Superunicorn;20;4901,433316;152812,2052
Startup_3853;SaaS;8; $460.550.090.894 ;460550,09; $22.487.649.655.136.000 ;22487649655,14;40;UK;2002; 1.601 ;Superunicorn;23;48826,80418;11513,75227
Startup_3854;AI;5; $346.781.189.468 ;346781,19; $7.582.656.560.604.020 ;7582656560,60;44;China;2009; 4.242 ;Superunicorn;16;21864,8243;7881,39067
Startup_3855;SaaS;3; $369.256.576.938 ;369256,58; $11.534.861.917.307.900 ;11534861917,31;26;China;2022; 2.534 ;Superunicorn;3;31237,06761;14202,17604
Startup_3856;EdTech;2; $5.498.959.583 ;5498,96; $11.464.576.346.857.900 ;11464576346,86;24;India;2012; 17.784 ;Superunicorn;13;2084861,813;229,123316
Startup_3857;Biotech;5; $411.053.435.361 ;411053,44; $1.966.243.594.504.540 ;1966243594,50;49;China;2012; 68 ;Superunicorn;13;4782,425767;8388,84562
Startup_3858;Biotech;5; $311.685.060.729 ;311685,06; $14.186.050.269.476.600 ;14186050269,48;7;France;2002; 3.385 ;Superunicorn;23;45513,05267;44526,43725
Startup_3859;HealthTech;6; $50.219.279.175 ;50219,28; $13.322.063.751.821.700 ;13322063751,82;16;Brazil;2010; 8.492 ;Superunicorn;15;265276,8768;3138,704948
Startup_3860;Blockchain;2; $14.736.070.046 ;14736,07; $460.449.349.210.447 ;460449349,21;13;Germany;2020; 10.841 ;Superunicorn;5;31245,41426;1133,54385
Startup_3861;AI;7; $129.844.158.497 ;129844,16; $2.208.246.202.995.910 ;2208246203,00;26;Canada;2022; 4.697 ;Superunicorn;3;17005,8968;4994,006096
Startup_3862;EdTech;7; $16.148.346.269 ;16148,35; $5.728.435.807.791.960 ;5728435807,79;46;Singapore;2019; 6.682 ;Superunicorn;6;354737,2322;351,0510058
Startup_3863;Biotech;7; $414.393.474.365 ;414393,47; $1.525.142.801.538.340 ;1525142801,54;46;Singapore;2015; 18.651 ;Superunicorn;10;3679,42186;9008,553791
Startup_3864;Blockchain;3; $67.701.345.401 ;67701,35; $3.001.222.562.102.430 ;3001222562,10;42;Brazil;2004; 17.494 ;Superunicorn;21;44329,32378;1611,936795
Startup_3865;SaaS;10; $271.875.601.626 ;271875,60; $8.149.821.602.706.260 ;8149821602,71;44;France;2009; 12.434 ;Superunicorn;16;29975,28899;6178,990946
Startup_3866;AI;9; $494.149.216.438 ;494149,22; $14.268.850.545.079.400 ;14268850545,08;13;France;2022; 1.328 ;Superunicorn;3;28874,59075;38011,47819
Startup_3867;EdTech;2; $145.595.142.688 ;145595,14; $4.582.061.655.767.560 ;4582061655,77;32;Australia;2000; 8.464 ;Superunicorn;25;31470,25358;4549,848209
Startup_3868;SaaS;7; $15.758.168.768 ;15758,17; $6.372.962.306.512.580 ;6372962306,51;14;Brazil;2014; 8.865 ;Superunicorn;11;404421,7727;1125,583483
Startup_3869;Fintech;10; $229.116.857.193 ;229116,86; $6.583.611.826.962.170 ;6583611826,96;10;India;2022; 13.806 ;Superunicorn;3;28733,73348;22911,68572
Startup_3870;SaaS;3; $169.114.483.493 ;169114,48; $26.749.491.250.675.700 ;26749491250,68;36;Singapore;2012; 13.519 ;Superunicorn;13;158172,8636;4697,624541
Startup_3871;SaaS;10; $353.431.607.689 ;353431,61; $14.546.757.017.380.000 ;14546757017,38;37;France;2010; 17.879 ;Superunicorn;15;41157,61938;9552,205613
Startup_3872;Fintech;3; $419.263.581.584 ;419263,58; $9.399.197.660.548.740 ;9399197660,55;46;India;2009; 1.514 ;Superunicorn;16;22417,34987;9114,425687
Startup_3873;E-commerce;7; $218.803.454.518 ;218803,45; $5.508.071.022.914.780 ;5508071022,91;23;UK;2000; 927 ;Superunicorn;25;25172,60174;9513,193675
Startup_3874;AI;1; $385.975.975.677 ;385975,98; $6.527.781.336.720.370 ;6527781336,72;20;UK;2008; 19.644 ;Superunicorn;17;16911,40323;19298,79878
Startup_3875;AI;7; $115.879.796.834 ;115879,80; $305.017.312.291.365 ;305017312,29;17;Australia;2015; 6.088 ;Superunicorn;10;2631,187151;6816,458637
Startup_3876;Biotech;6; $121.665.062.014 ;121665,06; $4.218.590.186.277.210 ;4218590186,28;35;USA;2009; 1.593 ;Superunicorn;16;34672,80131;3476,144629
Startup_3877;Blockchain;2; $436.882.588.355 ;436882,59; $2.124.165.295.308.760 ;2124165295,31;16;Australia;2009; 1.218 ;Superunicorn;16;4861,096481;27305,16177
Startup_3878;Biotech;10; $376.002.268.272 ;376002,27; $18.462.356.936.886.000 ;18462356936,89;24;China;2019; 5.587 ;Superunicorn;6;49100,71692;15666,76118
Startup_3879;E-commerce;10; $254.149.249.984 ;254149,25; $5.888.673.067.907.280 ;5888673067,91;24;UK;2011; 1.255 ;Superunicorn;14;23169,1375;10589,55208
Startup_3880;HealthTech;2; $269.862.187.525 ;269862,19; $10.357.846.997.465.600 ;10357846997,47;50;UK;2014; 11.798 ;Superunicorn;11;38380,98709;5397,243751
Startup_3881;E-commerce;4; $20.901.102.926 ;20901,10; $6.647.599.312.320.350 ;6647599312,32;41;India;2013; 14.701 ;Superunicorn;12;318049,1687;509,7829982
Startup_3882;Blockchain;9; $496.527.814.731 ;496527,81; $17.174.419.661.289.100 ;17174419661,29;23;Brazil;2014; 14.172 ;Superunicorn;11;34588,03842;21588,16586
Startup_3883;Fintech;4; $456.418.246.298 ;456418,25; $12.015.010.335.766.000 ;12015010335,77;46;France;2008; 14.152 ;Superunicorn;17;26323,56181;9922,135789
Startup_3884;Biotech;4; $470.216.323.441 ;470216,32; $2.078.295.421.097.610 ;2078295421,10;23;Singapore;2001; 10.316 ;Superunicorn;24;4418,87085;20444,18798
Startup_3885;Fintech;7; $399.830.947.591 ;399830,95; $1.130.253.070.756.950 ;1130253070,76;4;Canada;2002; 17.496 ;Superunicorn;23;2825,827382;99957,7369
Startup_3886;Biotech;2; $388.033.323.383 ;388033,32; $14.380.276.388.235.600 ;14380276388,24;30;China;2008; 5.328 ;Superunicorn;17;37058,38517;12934,44411
Startup_3887;SaaS;7; $266.072.384.508 ;266072,38; $5.368.628.269.742.730 ;5368628269,74;8;France;2016; 1.237 ;Superunicorn;9;20176,32235;33259,04806
Startup_3888;E-commerce;10; $61.541.329.277 ;61541,33; $24.563.409.501.984.000 ;24563409501,98;24;Brazil;2001; 6.405 ;Superunicorn;24;399135,8043;2564,222053
Startup_3889;HealthTech;3; $113.853.517.629 ;113853,52; $2.779.731.215.844.240 ;2779731215,84;13;Australia;2013; 12.178 ;Superunicorn;12;24413,97877;8757,962895
Startup_3890;SaaS;4; $177.268.116.921 ;177268,12; $3.720.346.181.876.480 ;3720346181,88;50;India;2012; 9.475 ;Superunicorn;13;20986,11402;3545,362338
Startup_3891;HealthTech;4; $71.825.360.047 ;71825,36; $27.708.243.084.569.900 ;27708243084,57;3;Brazil;2022; 16.462 ;Superunicorn;3;385771,4217;23941,78668
Startup_3892;Fintech;4; $179.482.021.193 ;179482,02; $41.587.020.781.965.100 ;41587020781,97;26;France;2022; 18.141 ;Superunicorn;3;231704,7748;6903,154661
Startup_3893;EdTech;8; $395.006.844.721 ;395006,84; $15.957.640.173.125.800 ;15957640173,13;21;Australia;2022; 7.331 ;Superunicorn;3;40397,38901;18809,84975
Startup_3894;AI;6; $259.282.228.185 ;259282,23; $7.977.717.149.541.720 ;7977717149,54;3;Canada;2000; 7.925 ;Superunicorn;25;30767,4688;86427,4094
Startup_3895;EdTech;1; $134.982.291.298 ;134982,29; $27.427.708.644.691.800 ;27427708644,69;20;USA;2023; 17.798 ;Superunicorn;2;203193,8664;6749,114565
Startup_3896;Biotech;1; $449.831.108.588 ;449831,11; $16.665.066.971.419.900 ;16665066971,42;33;USA;2023; 3.343 ;Superunicorn;2;37046,38657;13631,24571
Startup_3897;HealthTech;3; $328.022.320.855 ;328022,32; $9.413.926.704.617.460 ;9413926704,62;49;India;2017; 8.978 ;Superunicorn;8;28698,04304;6694,333079
Startup_3898;HealthTech;5; $201.577.716.747 ;201577,72; $1.000.362.193.151.420 ;1000362193,15;38;USA;2013; 6.561 ;Superunicorn;12;4961,662586;5304,676757
Startup_3899;Biotech;1; $487.120.723.424 ;487120,72; $20.075.424.938.032.200 ;20075424938,03;22;Australia;2020; 8.147 ;Superunicorn;5;41211,42224;22141,85106
Startup_3900;AI;2; $5.348.941.054 ;5348,94; $1.898.228.826.162.580 ;1898228826,16;31;Canada;2001; 660 ;Superunicorn;24;354878,369;172,5464856
Startup_3901;Blockchain;2; $141.306.092.793 ;141306,09; $6.203.891.384.269.950 ;6203891384,27;23;Brazil;2008; 14.188 ;Superunicorn;17;43902,91993;6143,743165
Startup_3902;E-commerce;7; $331.283.706.385 ;331283,71; $15.786.661.236.937.600 ;15786661236,94;40;India;2015; 11.073 ;Superunicorn;10;47651,99631;8282,09266
Startup_3903;E-commerce;1; $319.531.364.596 ;319531,36; $14.058.005.971.491.400 ;14058005971,49;12;Singapore;2003; 15.336 ;Superunicorn;22;43994,69973;26627,61372
Startup_3904;SaaS;4; $111.458.855.067 ;111458,86; $37.924.162.326.911.600 ;37924162326,91;11;Australia;2007; 6.128 ;Superunicorn;18;340251,574;10132,62319
Startup_3905;E-commerce;10; $3.061.858.563 ;3061,86; $1.348.269.001.385.220 ;1348269001,39;4;USA;2001; 3.967 ;Superunicorn;24;440342,3319;765,4646408
Startup_3906;HealthTech;8; $46.064.119.662 ;46064,12; $2.175.775.736.573.850 ;2175775736,57;35;Brazil;2012; 7.672 ;Superunicorn;13;47232,6333;1316,117705
Startup_3907;Biotech;1; $340.083.071.037 ;340083,07; $14.091.168.103.957.800 ;14091168103,96;28;USA;2016; 12.665 ;Superunicorn;9;41433,48852;12145,82397
Startup_3908;Blockchain;4; $415.682.812.533 ;415682,81; $17.540.275.704.320.900 ;17540275704,32;9;Brazil;2000; 12.134 ;Superunicorn;25;42195,29769;46186,97917
Startup_3909;EdTech;6; $186.818.800.356 ;186818,80; $4.386.456.278.451.830 ;4386456278,45;40;Brazil;2016; 6.754 ;Superunicorn;9;23478,73689;4670,470009
Startup_3910;EdTech;3; $223.388.255.097 ;223388,26; $7.824.011.429.613.700 ;7824011429,61;7;France;2011; 8.121 ;Superunicorn;14;35023,27389;31912,60787
Startup_3911;AI;4; $298.081.959.227 ;298081,96; $10.649.607.458.902.400 ;10649607458,90;37;India;2018; 18.598 ;Superunicorn;7;35726,11172;8056,269168
Startup_3912;HealthTech;5; $158.879.029.818 ;158879,03; $6.874.338.290.748.100 ;6874338290,75;13;France;2013; 8.428 ;Superunicorn;12;43266,75093;12221,46383
Startup_3913;AI;5; $379.966.710.842 ;379966,71; $873.607.602.947.112 ;873607602,95;25;Singapore;2017; 10.143 ;Superunicorn;8;2298,16879;15198,66843
Startup_3914;HealthTech;1; $151.712.961.848 ;151712,96; $42.821.863.461.535.400 ;42821863461,54;46;Australia;2010; 1.486 ;Superunicorn;15;282254,8003;3298,107866
Startup_3915;SaaS;9; $374.070.213.713 ;374070,21; $7.840.462.294.026.130 ;7840462294,03;26;Singapore;2005; 16.004 ;Superunicorn;20;20958,86798;14387,31591
Startup_3916;Biotech;5; $256.388.432.746 ;256388,43; $11.197.268.962.808.500 ;11197268962,81;38;India;2009; 7.534 ;Superunicorn;16;43672,06607;6747,06402
Startup_3917;EdTech;9; $326.078.824.469 ;326078,82; $11.810.562.301.288.300 ;11810562301,29;10;China;2002; 19.607 ;Superunicorn;23;36218,96099;32607,88245
Startup_3918;Blockchain;2; $6.311.322.688 ;6311,32; $1.687.368.177.881.920 ;1687368177,88;46;India;2000; 793 ;Superunicorn;25;267354,7131;137,2026671
Startup_3919;Fintech;6; $165.911.019.137 ;165911,02; $5.543.559.032.173.200 ;5543559032,17;46;USA;2009; 19.895 ;Superunicorn;16;33411,84419;3606,761286
Startup_3920;Blockchain;2; $4.136.275.991 ;4136,28; $1.660.958.205.357.820 ;1660958205,36;24;Singapore;2015; 10.183 ;Superunicorn;10;401557,844;172,344833
